person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,cb_person_default_on_file,loan_status
27,36000,RENT,0.0,DEBTCONSOLIDATION,C,Y,1
27,36672,RENT,11.0,PERSONAL,A,N,1
28,42682,RENT,1.0,PERSONAL,A,N,0
28,60000,MORTGAGE,2.0,EDUCATION,A,N,0
30,43000,RENT,4.0,VENTURE,D,N,0
33,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,N,0
28,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,N,0
27,43000,RENT,2.0,MEDICAL,C,N,0
33,43000,RENT,6.0,EDUCATION,B,N,0
27,60000,MORTGAGE,6.0,PERSONAL,A,N,0
33,60000,MORTGAGE,17.0,MEDICAL,A,N,0
27,54000,MORTGAGE,0.0,PERSONAL,D,N,1
33,44000,RENT,5.0,VENTURE,D,N,0
27,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,N,0
30,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,N,0
28,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,N,0
31,54000,MORTGAGE,12.0,MEDICAL,A,N,1
31,45000,RENT,3.0,DEBTCONSOLIDATION,B,N,0
32,45000,RENT,0.0,MEDICAL,A,N,0
28,39000,RENT,6.0,MEDICAL,D,Y,1
29,60000,MORTGAGE,3.0,MEDICAL,A,N,0
32,45000,RENT,0.0,MEDICAL,A,N,0
27,45000,RENT,1.0,MEDICAL,C,N,0
29,60000,MORTGAGE,4.0,EDUCATION,A,N,0
31,60000,MORTGAGE,15.0,EDUCATION,C,N,0
29,45000,RENT,0.0,MEDICAL,B,N,0
31,60000,MORTGAGE,7.0,VENTURE,B,N,0
33,45000,RENT,2.0,PERSONAL,C,N,0
29,60000,MORTGAGE,7.0,VENTURE,A,N,0
28,60000,MORTGAGE,12.0,PERSONAL,B,N,0
30,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,N,0
29,60000,MORTGAGE,7.0,PERSONAL,A,N,0
31,46000,RENT,6.0,PERSONAL,B,N,0
30,46000,RENT,5.0,DEBTCONSOLIDATION,A,N,0
27,46000,RENT,11.0,MEDICAL,B,N,0
27,40000,RENT,0.0,VENTURE,D,Y,1
31,46875,RENT,1.0,EDUCATION,B,N,0
27,60000,MORTGAGE,8.0,EDUCATION,A,N,0
32,47000,RENT,2.0,EDUCATION,A,N,0
27,41000,RENT,4.0,DEBTCONSOLIDATION,C,Y,1
27,60000,MORTGAGE,8.0,PERSONAL,B,N,0
29,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,N,0
30,48000,RENT,7.0,VENTURE,C,Y,0
30,60000,MORTGAGE,5.0,PERSONAL,A,N,0
28,50000,RENT,0.0,MEDICAL,C,N,0
28,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,Y,0
33,60000,MORTGAGE,0.0,EDUCATION,A,N,0
29,50000,RENT,9.0,VENTURE,B,N,0
28,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
27,60000,MORTGAGE,11.0,MEDICAL,C,N,0
35,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,N,0
28,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,N,0
28,50000,RENT,12.0,MEDICAL,C,N,0
33,60000,MORTGAGE,4.0,PERSONAL,B,N,0
30,54000,MORTGAGE,3.0,EDUCATION,C,Y,1
28,60000,MORTGAGE,8.0,MEDICAL,C,Y,0
27,50000,RENT,5.0,MEDICAL,C,N,0
28,50000,RENT,4.0,MEDICAL,A,N,0
27,50000,RENT,1.0,EDUCATION,C,N,0
32,50000,RENT,2.0,MEDICAL,B,N,0
27,50000,RENT,5.0,VENTURE,A,N,0
31,50000,RENT,0.0,PERSONAL,C,N,0
32,60000,MORTGAGE,2.0,EDUCATION,D,N,0
30,60000,MORTGAGE,14.0,PERSONAL,B,N,0
35,51000,RENT,8.0,DEBTCONSOLIDATION,C,Y,0
28,52000,RENT,1.0,VENTURE,C,N,0
30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,N,0
30,52000,RENT,4.0,DEBTCONSOLIDATION,B,N,0
31,52000,RENT,0.0,VENTURE,A,N,0
28,52500,RENT,2.0,PERSONAL,A,N,0
29,60000,MORTGAGE,0.0,EDUCATION,B,N,0
31,60000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,N,0
29,60000,MORTGAGE,3.0,PERSONAL,A,N,0
33,53040,RENT,3.0,MEDICAL,B,N,0
28,54000,RENT,5.0,DEBTCONSOLIDATION,C,N,0
27,54000,RENT,4.0,MEDICAL,C,Y,0
27,54590,RENT,9.0,VENTURE,B,N,0
30,54000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,N,1
30,54996,RENT,4.0,DEBTCONSOLIDATION,A,N,0
31,60000,MORTGAGE,16.0,VENTURE,A,N,0
28,60000,MORTGAGE,4.0,MEDICAL,A,N,0
32,55000,RENT,0.0,PERSONAL,B,N,0
29,60000,MORTGAGE,13.0,PERSONAL,A,N,0
27,60000,MORTGAGE,4.0,VENTURE,A,N,0
32,60000,MORTGAGE,11.0,EDUCATION,B,N,0
27,55000,RENT,11.0,MEDICAL,B,N,0
34,60000,MORTGAGE,6.0,MEDICAL,C,N,0
31,55000,RENT,5.0,MEDICAL,C,N,0
31,50000,RENT,13.0,DEBTCONSOLIDATION,D,Y,1
32,56004,RENT,9.0,DEBTCONSOLIDATION,A,N,0
27,56400,RENT,4.0,PERSONAL,D,Y,0
28,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,N,0
30,60000,MORTGAGE,13.0,VENTURE,A,N,0
35,60000,MORTGAGE,0.0,MEDICAL,B,N,0
34,57996,RENT,3.0,PERSONAL,B,N,0
27,58000,RENT,1.0,VENTURE,B,N,0
27,60000,MORTGAGE,9.0,PERSONAL,A,N,0
29,60000,RENT,3.0,DEBTCONSOLIDATION,B,N,0
27,60000,MORTGAGE,3.0,EDUCATION,C,Y,0
30,60000,MORTGAGE,8.0,PERSONAL,C,Y,0
35,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,N,0
33,60000,MORTGAGE,7.0,VENTURE,A,N,0
29,60000,RENT,4.0,VENTURE,B,N,0
33,60000,RENT,2.0,PERSONAL,B,N,0
28,60000,MORTGAGE,5.0,MEDICAL,B,N,0
32,60000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,N,0
35,45000,RENT,4.0,PERSONAL,C,Y,0
28,50500,RENT,3.0,PERSONAL,C,Y,0
34,60000,MORTGAGE,4.0,PERSONAL,B,N,0
33,60000,MORTGAGE,1.0,VENTURE,D,Y,0
34,60000,MORTGAGE,8.0,PERSONAL,B,N,0
35,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,N,0
35,40000,RENT,6.0,DEBTCONSOLIDATION,C,Y,0
27,60000,MORTGAGE,3.0,PERSONAL,B,N,0
29,47133,RENT,5.0,DEBTCONSOLIDATION,B,N,0
31,61150,RENT,0.0,DEBTCONSOLIDATION,B,N,0
31,20000,RENT,7.0,DEBTCONSOLIDATION,C,Y,0
32,60000,MORTGAGE,4.0,PERSONAL,B,N,0
29,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,N,0
29,50000,RENT,4.0,DEBTCONSOLIDATION,C,N,0
27,12000,RENT,2.0,MEDICAL,A,N,1
34,14000,RENT,3.0,PERSONAL,C,N,1
29,54000,MORTGAGE,8.0,MEDICAL,D,Y,1
28,15000,RENT,1.0,PERSONAL,A,N,1
28,60000,MORTGAGE,12.0,MEDICAL,A,N,0
35,60000,MORTGAGE,11.0,EDUCATION,D,N,0
32,16800,RENT,0.0,PERSONAL,A,N,1
30,60000,MORTGAGE,6.0,EDUCATION,D,Y,0
32,16800,RENT,0.0,PERSONAL,C,Y,1
27,60000,MORTGAGE,5.0,MEDICAL,A,N,0
29,17676,RENT,3.0,EDUCATION,C,Y,1
28,18600,RENT,4.0,MEDICAL,D,Y,1
34,60000,MORTGAGE,5.0,EDUCATION,C,Y,0
34,19200,RENT,18.0,VENTURE,A,N,1
32,19200,RENT,0.0,EDUCATION,B,N,1
27,19200,RENT,2.0,PERSONAL,B,N,1
27,60000,MORTGAGE,2.0,MEDICAL,B,N,0
28,20000,RENT,4.0,PERSONAL,B,N,0
34,20000,RENT,5.0,MEDICAL,A,N,0
31,20000,RENT,0.0,MEDICAL,C,N,0
31,60000,MORTGAGE,3.0,VENTURE,A,N,0
30,20000,RENT,2.0,PERSONAL,A,N,0
29,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,N,0
30,54000,MORTGAGE,3.0,MEDICAL,D,Y,1
30,20520,RENT,0.0,DEBTCONSOLIDATION,B,N,0
31,20743,RENT,0.0,MEDICAL,A,N,0
30,21000,RENT,0.0,EDUCATION,C,Y,0
30,21600,RENT,4.0,VENTURE,B,N,0
31,60000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,N,0
34,60000,MORTGAGE,4.0,EDUCATION,C,N,0
33,22000,RENT,4.0,EDUCATION,B,N,0
30,60000,MORTGAGE,14.0,EDUCATION,B,N,0
29,60000,MORTGAGE,8.0,PERSONAL,B,N,0
29,23000,RENT,2.0,MEDICAL,B,N,0
33,23400,RENT,13.0,VENTURE,B,N,0
33,60000,MORTGAGE,2.0,EDUCATION,B,N,0
33,24000,RENT,10.0,DEBTCONSOLIDATION,B,N,0
31,24000,RENT,0.0,DEBTCONSOLIDATION,B,N,1
32,60000,MORTGAGE,11.0,PERSONAL,C,Y,0
30,24000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
29,24000,RENT,6.0,PERSONAL,B,N,0
30,24000,RENT,14.0,EDUCATION,B,N,1
27,60000,MORTGAGE,0.0,PERSONAL,A,N,0
29,24000,RENT,1.0,MEDICAL,A,N,0
30,24000,RENT,6.0,MEDICAL,D,Y,1
27,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
28,24000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
27,24000,RENT,2.0,VENTURE,C,N,0
31,24000,RENT,0.0,EDUCATION,A,N,0
29,60096,MORTGAGE,3.0,EDUCATION,A,N,0
34,60100,MORTGAGE,6.0,EDUCATION,A,N,0
30,24414,RENT,0.0,MEDICAL,A,N,0
33,24720,RENT,5.0,DEBTCONSOLIDATION,A,N,0
31,24996,RENT,0.0,DEBTCONSOLIDATION,C,N,1
35,24996,RENT,0.0,VENTURE,A,N,0
31,60380,MORTGAGE,10.0,PERSONAL,B,N,0
28,25000,RENT,1.0,EDUCATION,A,N,0
27,25000,RENT,2.0,PERSONAL,B,N,0
28,54600,MORTGAGE,13.0,EDUCATION,B,N,1
30,60600,MORTGAGE,1.0,EDUCATION,A,N,0
29,25000,RENT,3.0,MEDICAL,B,N,0
32,25200,RENT,0.0,PERSONAL,A,N,0
34,25480,RENT,6.0,MEDICAL,D,N,1
32,25591,RENT,4.0,VENTURE,B,N,0
28,26000,RENT,2.0,DEBTCONSOLIDATION,A,N,0
28,26000,RENT,9.0,MEDICAL,B,N,0
28,54996,MORTGAGE,8.0,EDUCATION,B,N,1
33,26100,RENT,16.0,PERSONAL,B,N,0
28,26400,RENT,7.0,PERSONAL,C,Y,1
28,26496,RENT,2.0,MEDICAL,D,Y,1
28,61000,MORTGAGE,12.0,PERSONAL,A,N,0
30,61000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,N,0
32,61000,MORTGAGE,3.0,PERSONAL,A,N,0
27,27000,RENT,1.0,DEBTCONSOLIDATION,A,N,0
29,27000,RENT,8.0,PERSONAL,A,N,0
28,61000,MORTGAGE,12.0,PERSONAL,B,N,0
27,61000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
27,61000,MORTGAGE,11.0,MEDICAL,B,N,0
30,27396,RENT,0.0,MEDICAL,C,N,0
29,56000,RENT,0.0,PERSONAL,D,Y,1
30,61000,MORTGAGE,4.0,PERSONAL,A,N,0
35,61000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
29,61000,MORTGAGE,9.0,PERSONAL,A,N,0
29,55000,MORTGAGE,0.0,VENTURE,C,Y,1
33,62000,RENT,4.0,VENTURE,B,N,0
28,63000,RENT,10.0,VENTURE,D,N,0
27,64800,RENT,3.0,VENTURE,C,N,0
30,65000,RENT,2.0,MEDICAL,A,N,0
31,65000,RENT,2.0,MEDICAL,A,N,0
27,61200,MORTGAGE,5.0,MEDICAL,B,N,0
27,65000,RENT,11.0,EDUCATION,B,N,0
29,61240,MORTGAGE,4.0,VENTURE,D,Y,0
32,59000,RENT,1.0,PERSONAL,D,Y,1
32,59004,RENT,0.0,MEDICAL,D,Y,1
31,61400,MORTGAGE,15.0,PERSONAL,B,N,0
27,61400,MORTGAGE,3.0,PERSONAL,C,Y,0
29,55476,MORTGAGE,1.0,MEDICAL,D,Y,1
27,66000,RENT,2.0,EDUCATION,C,Y,0
27,67200,RENT,0.0,PERSONAL,A,N,0
27,68120,RENT,6.0,EDUCATION,B,N,0
32,61572,MORTGAGE,0.0,VENTURE,C,N,0
32,63000,RENT,9.0,DEBTCONSOLIDATION,B,N,1
30,61800,MORTGAGE,6.0,DEBTCONSOLIDATION,B,N,0
28,61838,MORTGAGE,12.0,EDUCATION,A,N,0
31,70000,RENT,4.0,EDUCATION,B,N,0
29,70000,RENT,13.0,EDUCATION,A,N,0
28,54400,RENT,1.0,MEDICAL,D,N,1
27,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,N,0
30,70000,RENT,2.0,MEDICAL,C,Y,0
29,70000,RENT,9.0,PERSONAL,B,N,0
29,70004,RENT,0.0,MEDICAL,A,N,0
35,71000,RENT,3.0,EDUCATION,B,N,0
35,62000,MORTGAGE,0.0,EDUCATION,A,N,0
30,71000,RENT,8.0,MEDICAL,B,N,0
30,62000,MORTGAGE,1.0,VENTURE,A,N,0
29,62000,MORTGAGE,6.0,VENTURE,A,N,0
31,62000,MORTGAGE,9.0,MEDICAL,C,Y,0
29,62000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,N,0
29,72000,RENT,0.0,MEDICAL,C,Y,0
30,73008,RENT,5.0,VENTURE,B,N,0
28,75000,RENT,6.0,EDUCATION,A,N,0
27,75000,RENT,2.0,EDUCATION,C,Y,0
29,56000,MORTGAGE,4.0,MEDICAL,B,N,1
31,62000,MORTGAGE,7.0,PERSONAL,B,N,0
30,62000,MORTGAGE,7.0,PERSONAL,B,N,0
27,76860,RENT,4.0,DEBTCONSOLIDATION,A,N,0
31,78000,RENT,2.0,VENTURE,A,N,0
28,61200,RENT,12.0,MEDICAL,B,N,1
27,78500,RENT,6.0,VENTURE,A,N,0
31,62000,MORTGAGE,4.0,VENTURE,A,N,0
31,80000,RENT,1.0,EDUCATION,C,Y,0
27,80500,RENT,2.0,PERSONAL,A,N,0
29,62000,MORTGAGE,10.0,EDUCATION,A,N,0
28,82000,RENT,12.0,PERSONAL,A,N,0
33,62000,MORTGAGE,3.0,EDUCATION,A,N,0
30,62000,MORTGAGE,4.0,PERSONAL,B,N,0
29,82710,RENT,2.0,PERSONAL,C,Y,0
29,62000,MORTGAGE,4.0,PERSONAL,D,N,0
29,83500,RENT,1.0,MEDICAL,B,N,0
32,62000,MORTGAGE,6.0,PERSONAL,B,N,0
33,62000,MORTGAGE,3.0,EDUCATION,A,N,0
28,85000,RENT,8.0,DEBTCONSOLIDATION,B,N,0
30,62000,MORTGAGE,9.0,EDUCATION,C,Y,0
32,62000,MORTGAGE,3.0,EDUCATION,B,N,0
29,85000,RENT,12.0,PERSONAL,B,N,0
28,62000,MORTGAGE,8.0,PERSONAL,B,N,0
27,62000,MORTGAGE,6.0,VENTURE,A,N,0
28,86000,RENT,13.0,MEDICAL,A,N,0
34,86400,RENT,0.0,MEDICAL,C,Y,0
27,90000,RENT,0.0,MEDICAL,B,N,0
32,90000,RENT,0.0,PERSONAL,A,N,0
29,62000,MORTGAGE,0.0,PERSONAL,C,Y,0
27,93000,RENT,1.0,MEDICAL,A,N,0
27,56000,MORTGAGE,0.0,EDUCATION,D,N,1
28,95000,RENT,5.0,EDUCATION,B,N,0
31,95000,RENT,5.0,PERSONAL,B,N,0
29,62004,MORTGAGE,0.0,MEDICAL,B,N,0
33,104000,RENT,9.0,DEBTCONSOLIDATION,B,N,0
34,105000,RENT,0.0,PERSONAL,A,N,0
29,105500,RENT,4.0,PERSONAL,A,N,0
28,103000,RENT,0.0,EDUCATION,D,N,1
32,62217,MORTGAGE,2.0,MEDICAL,C,Y,0
30,108000,RENT,1.0,PERSONAL,D,Y,1
28,62352,MORTGAGE,3.0,DEBTCONSOLIDATION,A,N,0
35,125000,RENT,11.0,EDUCATION,D,Y,0
33,56400,MORTGAGE,3.0,EDUCATION,B,N,1
34,130000,RENT,2.0,VENTURE,B,N,0
27,62400,MORTGAGE,11.0,VENTURE,A,N,0
30,132640,RENT,6.0,VENTURE,C,N,0
27,62400,MORTGAGE,12.0,DEBTCONSOLIDATION,A,N,0
28,150000,RENT,1.0,EDUCATION,B,N,0
31,62400,MORTGAGE,8.0,EDUCATION,D,N,0
27,150000,RENT,2.0,EDUCATION,B,N,0
32,62400,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,0
27,67000,RENT,1.0,DEBTCONSOLIDATION,C,N,0
33,55200,RENT,3.0,VENTURE,C,Y,0
30,62496,MORTGAGE,14.0,PERSONAL,B,N,0
32,35004,RENT,3.0,MEDICAL,D,Y,0
27,62500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,N,0
30,62500,MORTGAGE,8.0,MEDICAL,A,N,0
33,42996,RENT,2.0,DEBTCONSOLIDATION,A,N,0
29,62500,MORTGAGE,13.0,DEBTCONSOLIDATION,B,N,0
29,77000,RENT,0.0,EDUCATION,A,N,0
28,32500,RENT,0.0,MEDICAL,A,N,0
35,48000,RENT,7.0,MEDICAL,A,N,0
27,62570,MORTGAGE,11.0,EDUCATION,D,N,0
28,56664,MORTGAGE,12.0,PERSONAL,D,Y,1
28,62851,MORTGAGE,8.0,DEBTCONSOLIDATION,B,N,0
32,19000,RENT,1.0,PERSONAL,A,N,1
31,26900,RENT,1.0,VENTURE,A,N,1
28,81120,RENT,0.0,PERSONAL,A,N,0
27,63000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,N,0
33,63000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,N,0
28,30000,RENT,0.0,PERSONAL,B,N,0
30,63000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,N,0
27,63000,MORTGAGE,11.0,EDUCATION,A,N,0
34,32758,RENT,0.0,DEBTCONSOLIDATION,D,N,1
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,N,0
28,63000,MORTGAGE,7.0,EDUCATION,C,N,0
35,33144,RENT,3.0,VENTURE,D,N,0
34,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,N,0
29,63000,MORTGAGE,5.0,MEDICAL,B,N,0
27,63000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,N,0
27,63000,MORTGAGE,12.0,PERSONAL,A,N,0
27,37000,RENT,7.0,MEDICAL,B,N,0
34,33500,RENT,4.0,MEDICAL,B,N,1
33,41000,RENT,2.0,MEDICAL,B,N,0
32,63000,MORTGAGE,6.0,PERSONAL,A,N,0
27,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,N,0
32,42000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
28,63000,MORTGAGE,3.0,VENTURE,C,N,0
35,49872,RENT,2.0,VENTURE,A,N,0
30,63000,MORTGAGE,2.0,EDUCATION,B,N,0
34,63000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,N,0
32,50400,RENT,11.0,EDUCATION,B,N,0
31,63000,MORTGAGE,3.0,VENTURE,C,N,0
29,52000,RENT,3.0,VENTURE,A,N,0
32,63000,MORTGAGE,12.0,EDUCATION,C,Y,0
27,52800,RENT,2.0,VENTURE,B,N,0
27,49600,RENT,2.0,EDUCATION,D,N,1
27,63000,MORTGAGE,11.0,PERSONAL,A,N,0
30,57996,RENT,2.0,DEBTCONSOLIDATION,C,Y,0
28,63000,MORTGAGE,0.0,EDUCATION,D,Y,0
27,65000,RENT,4.0,EDUCATION,A,N,0
32,65280,RENT,0.0,PERSONAL,C,N,0
31,63324,MORTGAGE,8.0,DEBTCONSOLIDATION,B,N,0
27,71000,RENT,11.0,EDUCATION,C,Y,0
28,66000,RENT,12.0,DEBTCONSOLIDATION,A,N,1
28,75000,RENT,4.0,DEBTCONSOLIDATION,B,N,1
30,63500,MORTGAGE,9.0,VENTURE,D,Y,0
27,57504,MORTGAGE,11.0,MEDICAL,B,N,1
28,63600,MORTGAGE,12.0,DEBTCONSOLIDATION,A,N,0
35,57600,MORTGAGE,19.0,PERSONAL,A,N,1
28,20000,RENT,2.0,MEDICAL,B,N,1
29,63755,MORTGAGE,14.0,MEDICAL,C,Y,0
30,98000,RENT,14.0,PERSONAL,C,N,1
27,63844,MORTGAGE,11.0,DEBTCONSOLIDATION,A,N,0
33,63996,MORTGAGE,15.0,DEBTCONSOLIDATION,A,N,0
27,35000,RENT,11.0,VENTURE,C,N,0
34,63996,MORTGAGE,2.0,EDUCATION,A,N,0
27,30000,RENT,2.0,EDUCATION,A,N,0
27,32000,RENT,2.0,MEDICAL,D,Y,1
35,35000,RENT,10.0,PERSONAL,D,N,0
30,43200,RENT,6.0,VENTURE,B,N,0
27,30000,RENT,4.0,PERSONAL,A,N,0
31,60682,RENT,3.0,PERSONAL,A,N,0
28,64000,MORTGAGE,7.0,EDUCATION,B,N,0
28,64000,MORTGAGE,5.0,VENTURE,A,N,0
28,28320,RENT,4.0,VENTURE,D,N,1
30,32004,RENT,2.0,PERSONAL,D,N,1
32,40320,RENT,4.0,MEDICAL,C,Y,0
29,45000,RENT,4.0,EDUCATION,A,N,0
27,64000,MORTGAGE,11.0,MEDICAL,B,N,0
33,64000,MORTGAGE,3.0,VENTURE,A,N,0
28,64000,MORTGAGE,4.0,PERSONAL,A,N,0
34,64000,MORTGAGE,2.0,EDUCATION,A,N,0
35,64000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,N,0
34,64000,MORTGAGE,1.0,MEDICAL,A,N,0
27,65000,RENT,5.0,MEDICAL,B,N,0
28,64000,MORTGAGE,3.0,VENTURE,A,N,0
34,42240,RENT,3.0,PERSONAL,C,Y,0
27,64000,MORTGAGE,0.0,MEDICAL,A,N,0
32,145000,RENT,2.0,PERSONAL,B,N,0
28,64000,MORTGAGE,3.0,VENTURE,C,Y,0
32,64000,MORTGAGE,2.0,EDUCATION,A,N,0
32,24000,RENT,0.0,VENTURE,D,N,1
33,58000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,1
34,24000,RENT,0.0,EDUCATION,B,N,1
31,64000,MORTGAGE,15.0,EDUCATION,B,N,0
31,64000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,Y,0
35,58000,MORTGAGE,4.0,MEDICAL,D,Y,1
28,64049,MORTGAGE,7.0,EDUCATION,B,N,0
33,28200,RENT,2.0,EDUCATION,C,N,1
33,64197,MORTGAGE,7.0,MEDICAL,C,N,0
29,64320,MORTGAGE,13.0,MEDICAL,A,N,0
35,30000,RENT,0.0,MEDICAL,C,Y,0
29,32000,RENT,5.0,PERSONAL,D,N,0
27,32000,RENT,4.0,MEDICAL,B,N,1
31,64500,MORTGAGE,5.0,EDUCATION,A,N,0
27,64500,MORTGAGE,6.0,VENTURE,B,N,0
30,32400,RENT,0.0,PERSONAL,C,N,0
35,64500,MORTGAGE,7.0,MEDICAL,C,N,0
29,64548,MORTGAGE,3.0,MEDICAL,B,N,0
33,34000,RENT,3.0,VENTURE,C,Y,1
31,34000,RENT,1.0,PERSONAL,B,N,0
30,34000,RENT,3.0,PERSONAL,A,N,0
28,64700,MORTGAGE,4.0,EDUCATION,B,N,0
32,35000,RENT,0.0,MEDICAL,A,N,0
29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,1
30,64800,MORTGAGE,7.0,EDUCATION,B,N,0
31,29000,RENT,5.0,MEDICAL,D,N,1
27,64800,MORTGAGE,12.0,VENTURE,A,N,0
35,58800,MORTGAGE,5.0,MEDICAL,D,N,1
29,64992,MORTGAGE,4.0,EDUCATION,B,N,0
31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,N,0
28,65000,MORTGAGE,5.0,MEDICAL,C,Y,0
27,65000,MORTGAGE,11.0,PERSONAL,A,N,0
27,36400,RENT,5.0,MEDICAL,A,N,0
27,59000,MORTGAGE,11.0,PERSONAL,A,N,1
29,65000,MORTGAGE,2.0,VENTURE,A,N,0
32,37000,RENT,16.0,MEDICAL,A,N,0
27,37000,RENT,6.0,MEDICAL,A,N,0
31,37200,RENT,4.0,DEBTCONSOLIDATION,A,N,0
27,65000,MORTGAGE,5.0,VENTURE,B,N,0
35,38000,RENT,1.0,DEBTCONSOLIDATION,C,Y,0
30,65000,MORTGAGE,3.0,VENTURE,D,Y,0
28,38000,RENT,8.0,DEBTCONSOLIDATION,B,N,0
31,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,N,0
28,32200,RENT,2.0,EDUCATION,D,Y,1
28,32400,RENT,1.0,PERSONAL,D,Y,1
31,39000,RENT,5.0,MEDICAL,B,N,0
27,39000,RENT,1.0,MEDICAL,B,N,0
29,40000,RENT,2.0,VENTURE,C,Y,0
27,65000,MORTGAGE,5.0,VENTURE,B,N,0
30,40000,RENT,9.0,EDUCATION,D,Y,0
29,65000,MORTGAGE,7.0,PERSONAL,B,N,0
28,40000,RENT,2.0,MEDICAL,B,N,0
32,40020,RENT,2.0,DEBTCONSOLIDATION,C,N,0
31,40800,RENT,6.0,PERSONAL,A,N,0
31,65000,MORTGAGE,15.0,PERSONAL,D,Y,0
28,41000,RENT,1.0,MEDICAL,B,N,0
29,65000,MORTGAGE,2.0,MEDICAL,A,N,0
30,65000,MORTGAGE,6.0,PERSONAL,A,N,0
27,65000,MORTGAGE,8.0,MEDICAL,B,N,0
29,42000,RENT,13.0,PERSONAL,C,N,0
31,65000,MORTGAGE,15.0,VENTURE,B,N,0
29,59000,MORTGAGE,5.0,VENTURE,D,Y,1
33,42000,RENT,3.0,MEDICAL,B,N,0
33,42597,RENT,5.0,VENTURE,B,N,0
33,65000,MORTGAGE,4.0,VENTURE,A,N,0
32,38482,RENT,6.0,MEDICAL,D,Y,1
28,45000,RENT,4.0,DEBTCONSOLIDATION,C,N,0
31,65000,MORTGAGE,11.0,PERSONAL,B,N,0
28,65000,MORTGAGE,12.0,EDUCATION,B,N,0
29,45000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
32,65000,MORTGAGE,3.0,PERSONAL,A,N,0
31,45000,RENT,2.0,EDUCATION,C,N,0
33,65000,MORTGAGE,1.0,MEDICAL,B,N,0
31,65000,MORTGAGE,6.0,VENTURE,A,N,0
31,65000,MORTGAGE,15.0,MEDICAL,B,N,0
32,46000,RENT,4.0,MEDICAL,A,N,0
30,46000,RENT,5.0,VENTURE,A,N,0
27,47000,RENT,3.0,EDUCATION,C,N,0
34,47700,RENT,2.0,DEBTCONSOLIDATION,A,N,0
29,65000,MORTGAGE,5.0,EDUCATION,A,N,0
32,48000,RENT,3.0,DEBTCONSOLIDATION,C,N,0
27,48000,RENT,5.0,MEDICAL,B,N,0
27,65000,MORTGAGE,11.0,VENTURE,A,N,0
28,48000,RENT,11.0,MEDICAL,A,N,0
28,65000,MORTGAGE,12.0,EDUCATION,B,N,0
27,65000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,N,0
33,44000,RENT,0.0,MEDICAL,D,Y,1
33,50000,RENT,1.0,DEBTCONSOLIDATION,A,N,0
28,65000,MORTGAGE,3.0,VENTURE,A,N,0
34,65000,MORTGAGE,3.0,VENTURE,A,N,0
